policy,kind,seed_label,scenario_seed,reward,waiting_mean,queue_mean,phase_switches,steps
directo_30k_fix,direct,models/checkpoints/controller_direct_30k_fixed/seed0/best_model.zip,7016,-454.0000000000001,6.383333333333334,1.3666666666666667,14,60
directo_30k_fix,direct,models/checkpoints/controller_direct_30k_fixed/seed0/best_model.zip,7017,-122.79999999999998,1.7166666666666666,0.5,14,60
directo_30k_fix,direct,models/checkpoints/controller_direct_30k_fixed/seed0/best_model.zip,7018,-309.20000000000005,4.35,1.05,17,60
directo_30k_fix,direct,models/checkpoints/controller_direct_30k_fixed/seed0/best_model.zip,7019,-197.09999999999997,2.65,0.7833333333333333,16,60
directo_30k_fix,direct,models/checkpoints/controller_direct_30k_fixed/seed0/best_model.zip,7020,-180.09999999999997,2.4,0.7666666666666667,17,60
directo_30k_fix,direct,models/checkpoints/controller_direct_30k_fixed/seed0/best_model.zip,7021,-228.19999999999996,3.05,0.9666666666666667,19,60
directo_30k_fix,direct,models/checkpoints/controller_direct_30k_fixed/seed0/best_model.zip,7022,-191.89999999999998,2.683333333333333,0.6833333333333333,16,60
directo_30k_fix,direct,models/checkpoints/controller_direct_30k_fixed/seed0/best_model.zip,7023,-190.89999999999995,2.5,0.8,16,60
directo_30k_fix,direct,models/checkpoints/controller_direct_30k_fixed/seed0/best_model.zip,7024,-411.50000000000017,5.55,1.4,17,60
directo_30k_fix,direct,models/checkpoints/controller_direct_30k_fixed/seed0/best_model.zip,7025,-156.99999999999997,2.183333333333333,0.6666666666666666,16,60
directo_30k_fix,direct,models/checkpoints/controller_direct_30k_fixed/seed0/best_model.zip,7026,-556.2,7.8,1.7,15,60
directo_30k_fix,direct,models/checkpoints/controller_direct_30k_fixed/seed0/best_model.zip,7027,-278.8,3.8833333333333333,0.95,14,60
directo_30k_fix,direct,models/checkpoints/controller_direct_30k_fixed/seed0/best_model.zip,7028,-374.00000000000006,5.283333333333333,1.1666666666666667,14,60
directo_30k_fix,direct,models/checkpoints/controller_direct_30k_fixed/seed0/best_model.zip,7029,-458.20000000000016,6.383333333333334,1.4333333333333333,16,60
