policy,kind,seed_label,scenario_seed,reward,waiting_mean,queue_mean,phase_switches,steps
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed0/best_model.zip,3009,-794.7000000000003,10.95,2.3833333333333333,19,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed0/best_model.zip,3010,-245.89999999999998,3.466666666666667,0.8666666666666667,14,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed0/best_model.zip,3011,-365.0000000000001,5.016666666666667,1.2,15,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed0/best_model.zip,3012,-260.9,3.7,0.9166666666666666,14,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed0/best_model.zip,3013,-269.9,3.7333333333333334,0.8833333333333333,14,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed0/best_model.zip,3014,-252.99999999999997,3.55,0.8833333333333333,15,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed0/best_model.zip,5000,-592.3000000000002,8.183333333333334,1.8333333333333333,17,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed0/best_model.zip,5001,-221.99999999999997,2.9833333333333334,0.9166666666666666,17,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed0/best_model.zip,5002,-459.0000000000001,6.35,1.5166666666666666,15,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed0/best_model.zip,5003,-278.79999999999995,3.8666666666666667,1.0,14,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed0/best_model.zip,5004,-737.7000000000003,10.083333333333334,2.3833333333333333,19,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed0/best_model.zip,5005,-308.8,4.233333333333333,1.1333333333333333,14,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed0/best_model.zip,5006,-352.9000000000001,5.133333333333334,0.9666666666666667,14,60
directo_10k_fix,direct,models/checkpoints/controller_direct_fixed/seed0/best_model.zip,5007,-283.0,3.8833333333333333,1.0166666666666666,15,60
